지역코드,병원명,주소,전화번호,요양기관번호
220007,올리브여성의원,"인천광역시 연수구 학나래로6번길 6, 서천빌딩 (선학동)",032-813-0075,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz
220007,우리산부인과의원,"인천광역시 연수구 앵고개로 254, (동춘동)",032-818-5121,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz
220007,윰산부인과의원,"인천광역시 연수구 인천타워대로132번길 34, 라이크홈메디컬센터 1동 2,5층 204,503호 (송도동)",032-858-3773,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
220007,의료법인 루가의료재단 지안의원,"인천광역시 연수구 센트럴로 263, 송도국제업무단지 C8-2블럭 업무복합시설 6,7층 (송도동)",032-830-2700,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3MiQ0NjE0ODEjODEjJDEjJDYjJDgz
220007,의료법인 마크로젠의료재단 진헬스의원,"인천광역시 연수구 인천타워대로132번길 34, 6,7,8층 (송도동)",032-831-3200,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz
220007,이화웰봄소아청소년과의원,"인천광역시 연수구 인천타워대로54번길 13, 해승메디피아 2층 (송도동)",032-833-7119,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
220007,최대경여성의원,"인천광역시 연수구 앵고개로 250, (동춘동)",032-813-1616,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5MiQzNjE0ODEjODEjJDEjJDYjJDgz
220007,한미의원,"인천광역시 연수구 벚꽃로 114, 2층 250-1호 (연수동, 연수브랫슬)",032-812-3223,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz
220007,명신더블유한방병원,"인천광역시 연수구 옥련로 29, 명신빌딩 1층일부,2층~7층 (옥련동)",032-423-1075,JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjNzEjJDEjJDgjJDgz
220008,인천세종병원,"인천광역시 계양구 계양문화로 20, (작전동)",032-240-8000,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjNzEjJDEjJDgjJDgz
220008,한림병원,"인천광역시 계양구 장제로 722, (작전동)",032-540-9114,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE4MzIjNDEjJDEjJDQjJDgz
220008,엠앤비여성병원,"인천광역시 계양구 장제로772번길 2, (계산동)",032-552-3500,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEwMDIjNjEjJDEjJDQjJDgz
220008,인천하이병원,"인천광역시 계양구 경명대로 1107, (계산동)",555-1675,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ4MiQ0NjE0ODEjODEjJDEjJDIjJDgz
220008,한마음병원,"인천광역시 계양구 계양대로 51, 한마음병원 지하1~5층 (작전동)",032-553-0070,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz
220008,효성병원,"인천광역시 계양구 안남로 538, (효성동)",555-2695,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ5MiQzNjE0ODEjNTEjJDEjJDYjJDgz
220008,예진요양병원,"인천광역시 계양구 계양대로 188, 4,5층 (계산동, 노바체빌딩)",032-556-8810,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz
220008,건강플러스내과의원,"인천광역시 계양구 장제로 912, 4층 (병방동, 하정빌딩)",032-546-8666,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz
220008,계양성모산부인과의원,"인천광역시 계양구 계양대로 40, 4층 (작전동)",032-546-8100,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjODEjJDEjJDYjJDgz
220008,계양장문외과의원,"인천광역시 계양구 장제로 808, 3층 (계산동)",032-545-7899,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQwMyQyNjE4MzIjNjEjJDEjJDAjJDgz
220008,뉴라이프의원,"인천광역시 계양구 계산새로 89, 대림프라자 402호 (용종동)",032-555-7556,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz
220008,두리산부인과두리내과의원,"인천광역시 계양구 계양대로 83, 2층 (작전동)",032-545-7030,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjODEjJDEjJDYjJDgz
220008,세란성심의원,"인천광역시 계양구 계양대로 187, 2~5층 (계산동)",032-554-6702,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNTEjJDEjJDIjJDgz
220008,에스산부인과의원,"인천광역시 계양구 계양대로119번길 1, 안톤스테이 101호~105호 (작전동)",032-715-4328,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz
220008,연세산부인과의원,"인천광역시 계양구 계산새로65번길 17, (계산동)",032-543-3377,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz
220008,연세중앙의원,"인천광역시 계양구 봉오대로477번길 19, 태산아파트 (효성동)",032-554-1211,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz
220008,이벤트365의원,"인천광역시 계양구 계양대로 58-1, 2층 202호 (작전동)",032-551-1100,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNTEjJDEjJDYjJDgz
220008,인천편안내과의원,"인천광역시 계양구 계양대로 44, 덕용프라자 302호, 303호 (작전동)",032-545-2191,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQwMyQ0NjE0ODEjNjEjJDEjJDQjJDgz
220008,제일산부인과의원,"인천광역시 계양구 계산새로 71, (계산동,하이베라스 C동 309호)",032-554-7114,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz
220008,하나미엘여성의원,"인천광역시 계양구 경명대로 1157, 1,2층 (임학동)",032-544-8422,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz
220008,하랑산부인과의원,"인천광역시 계양구 장제로 912, 5층 (병방동)",032-554-5300,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz
220008,한가람메디즈의원,"인천광역시 계양구 새벌로 112, 마스터즈 2층 206~209호 (효성동)",032-721-7512,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNzEjJDEjJDgjJDgz
220100,비에스종합병원,"인천광역시 강화군 강화읍 충렬사로 31-0,",032-290-0001,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz
220100,에바다의원,"인천광역시 강화군 강화읍 중앙로 25, 25",033-933-0059,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz
220100,유여성 의원,"인천광역시 강화군 강화읍 강화대로 410, 302호",933-6080,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz
220100,볼음보건지소,"인천광역시 강화군 서도면 볼음도길 174, 볼음보건지소",932-7104,JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQ3IyQxMyQyNjEwMDIjNDEjJDEjJDQjJDgz
220100,주문보건지소,"인천광역시 강화군 서도면 주문도1길6번길 7-1, (서도면)",930-3549,JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz
220200,인천광역시의료원백령병원,"인천광역시 옹진군 백령면 백령로 233, 인천광역시의료원 백령병원",032-836-1731,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz
230001,대구가톨릭대학교병원,"대구광역시 남구 두류공원로17길 33, (대명동)",053-650-3000,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz
230001,영남대학교병원,"대구광역시 남구 현충로 170, (대명동)",053-623-8001,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz
230001,대구굿모닝병원,"대구광역시 남구 성당로 224, (대명동)",053-620-9100,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz
230001,드림종합병원,"대구광역시 남구 대명로 153, (대명동)",053-640-8800,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz
230001,성심요양병원,"대구광역시 남구 대명로 14, (대명동)",053-657-2111,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3MiQyNjEyMjIjNjEjJDEjJDgjJDgz
230001,권산부인과의원,"대구광역시 남구 봉덕로 83, (봉덕동)",053-476-7525,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz
230001,동산산부인과의원,"대구광역시 남구 대명로 144-2, (대명동)",053-621-4533,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz
230001,배용철산부인과의원,"대구광역시 남구 월배로 470, 4층 (대명동)",053-654-7582,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz
230001,부부의원,"대구광역시 남구 명덕시장길 123, (대명동)",053-656-0682,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz
230001,석지혜산부인과  의원,"대구광역시 남구 봉덕로 15, (봉덕동)",053-471-3917,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz
230002,강남종합병원,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",053-980-9000,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjODEjJDEjJDYjJDgz
230002,대구파티마병원,"대구광역시 동구 아양로 99, (신암동)",053-1688-7770,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz
230002,이시아요양병원,"대구광역시 동구 파계로6길 16, (지묘동)",053-983-7700,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNDEjJDEjJDQjJDgz
230002,강남아이산부인과의원,"대구광역시 동구 아양로 82-1, (신암동)",053-959-3555,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5MiQzNjE4MzIjNDEjJDEjJDQjJDgz
230002,강동연합의원,"대구광역시 동구 율하동로27길 1, (신기동)",053-964-3666,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz
230002,건강한신규창내과의원,"대구광역시 동구 아양로 199, 2층,3층 (신암동)",053-942-4949,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQxMyQzNjEyMjIjNjEjJDEjJDQjJDgz
230002,경대여성산부인과의원,"대구광역시 동구 동촌로 303, 2,3,4,6층 (방촌동)",053-982-2242,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4OSQ0NjEwMDIjNjEjJDEjJDgjJDgz
230002,경대연합시원한속내과의원,"대구광역시 동구 경안로 791, 2층 (각산동)",053-961-5400,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz
230002,경대연합연경속내과의원,"대구광역시 동구 동화천로 390, GH메디컬타워 2층 203,204호 (지묘동)",053-983-5300,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz
230002,고은미산부인과의원,"대구광역시 동구 신암남로 183, (신암동)",053-952-7900,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz
230002,김건우 산부인과의원,"대구광역시 동구 동부로22길 48, 유성푸르나임 203호,204호,205호 (신천동)",053-248-8802,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQxMyQyNjEyMjIjNjEjJDEjJDAjJDgz
230002,다나산부인과의원,"대구광역시 동구 신암로 98, 3층 (신암동)",053-941-7500,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz
230002,동호파티마산부인과의원,"대구광역시 동구 금강로 6, (동호동)",053-965-8500,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz
230002,메드필의원,"대구광역시 동구 신암로 100, 4층 (신암동, 디앤씨 빌딩)",053-812-7704,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQwMyQzNjE4MzIjNTEjJDEjJDYjJDgz
230002,수산부인과의원,"대구광역시 동구 안심로 54, 1층 (율하동)",053-961-7733,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz
230002,수엘비뇨기과의원,"대구광역시 동구 안심로 366, 2층 (신서동)",053-965-2003,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz
230002,수이비인후과의원,"대구광역시 동구 팔공로51길 15-5, 204호 (봉무동, 고은타운)",053-984-7588,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
230002,신암정형외과의원,"대구광역시 동구 아양로 68, (신암동)",053-939-7582,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQyIyQ5IyQwMCQyNjE4MzIjNjEjJDEjJDgjJDgz
230002,신통연합의원,"대구광역시 동구 아양로 248, 1,4층 (효목동)",053-953-0095,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ2MiQyNjE4MzIjNDEjJDEjJDQjJDgz
230002,우리미(美)의원,"대구광역시 동구 동촌로 228-1, 5층 (방촌동)",053-983-0707,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQwMyQzNjE4MzIjNDEjJDEjJDQjJDgz
230002,율하연합가정의학과의원,"대구광역시 동구 안심로22길 60, 동흥메디칼 4층 403호 (율하동)",053-962-1213,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjODEjJDEjJDIjJDgz
230002,의료법인마리아의료재단 마리아의원,"대구광역시 동구 동부로22길 2, 4(401),7,8층 (신천동)",053-943-6555,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz
230002,이광연합의원,"대구광역시 동구 아양로 37, (신암동)",053-941-3382,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz
230002,이자현유외과의원,"대구광역시 동구 안심로 58, 5층 (율하동)",053-965-6900,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz
230002,정지영산부인과의원,"대구광역시 동구 동촌로 242, 다산빌딩 3층 302호 (방촌동)",053-984-3400,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ4OSQ0NjE0ODEjNTEjJDEjJDIjJDgz
230002,최성은산부인과의원,"대구광역시 동구 신암로 80, 2층 202호 (신암동)",053-953-2600,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjNzEjJDEjJDgjJDgz
230002,한국건강관리협회 건강증진의원,"대구광역시 동구 장등로 16, (신천동)",053-757-0500,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz
230002,한아름산부인과의원,"대구광역시 동구 아양로 251, (신암동)",053-958-8500,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ4MiQzNjEwMDIjNjEjJDEjJDQjJDgz
230002,현대산부인과의원,"대구광역시 동구 신암남로 177, (신암동)",053-955-5400,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNzEjJDEjJDgjJDgz
230003,칠곡경북대학교병원,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",053-200-2000,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz
230003,대구가톨릭대학교 칠곡가톨릭병원,"대구광역시 북구 칠곡중앙대로 440, (읍내동)",053-320-2500,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz
230003,로즈마리병원,"대구광역시 북구 팔거천동로 215, (동천동)",053-210-7777,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNjEjJDEjJDAjJDgz
230003,신세계병원,"대구광역시 북구 동북로 196, (산격동)",053-954-7771,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjE0ODEjNjEjJDEjJDAjJDgz
230003,대구시티요양병원,"대구광역시 북구 호국로 13, 지하1층,지상1~7층 (산격동)",053-242-7000,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjE0ODEjNzEjJDEjJDgjJDgz
230003,첨단요양병원,"대구광역시 북구 대현로 19, (대현동)",053-669-1000,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz
230003,한솔요양병원,"대구광역시 북구 침산로 167, (침산동)",053-354-5555,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNTEjJDEjJDIjJDgz
230003,햇살요양병원,"대구광역시 북구 팔거천동로 224, (동천동)",053-326-0078,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz
230003,M병원,"대구광역시 북구 팔달로 147, (노원동3가)",053-359-3771,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNTEjJDEjJDIjJDgz
230003,가톨릭건강의원,"대구광역시 북구 구암로 149, 2층 (동천동)",053-313-0400,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjEyMjIjNTEjJDEjJDYjJDgz
230003,경대에스비뇨의학과의원,"대구광역시 북구 팔거천동로 223, 수정빌딩 4층 401,403호 (동천동)",053-216-0119,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ2MiQyNjE0ODEjNTEjJDEjJDIjJDgz
230003,경복의원,"대구광역시 북구 태전로7길 3, (태전동)",053-312-7374,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz
230003,경희산부인과의원,"대구광역시 북구 칠곡중앙대로 404, (태전동)",053-325-7585,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz
230003,김가정의학과-외과의원,"대구광역시 북구 대구체육관로 51-2, (산격동)",053-941-3893,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz
230003,김숙현산부인과의원,"대구광역시 북구 침산남로 154, 4층 402호 (침산동)",053-359-1090,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ2MiQzNjEyMjIjODEjJDEjJDYjJDgz
230003,녹십자연합의원,"대구광역시 북구 칠곡중앙대로 535, (읍내동)",053-314-1001,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz
230003,동영연합의원,"대구광역시 북구 연암로 170, 1층,3층 (산격동)",053-956-5757,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjNDEjJDEjJDQjJDgz
230003,마리엘산부인과의원,"대구광역시 북구 침산로 138, 명성프라임 205호 (침산동)",053-358-7553,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz
230003,미즈슬림의원,"대구광역시 북구 동북로 162, 2층 (산격동)",053-954-0129,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQyIyQ5IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz
230003,미즈웰산부인과의원,"대구광역시 북구 칠곡중앙대로 411, 2층 (태전동, 우영펠리스)",053-322-7589,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjNDEjJDEjJDQjJDgz
230003,북대구의원,"대구광역시 북구 칠곡중앙대로 205, (태전동)",053-311-1319,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz
230003,상쾌한이비인후과의원,"대구광역시 북구 내곡로 38, 302호 (사수동)",053-325-2238,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz
230003,새동산산부인과의원,"대구광역시 북구 칠곡중앙대로 407, 2~5층 (태전동)",053-324-1616,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz
230003,서변산부인과의원,"대구광역시 북구 호국로 219, (서변동)",053-951-5800,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQxMyQzNjE4MzIjNjEjJDEjJDgjJDgz
230003,성심연합의원,"대구광역시 북구 동북로 260, (복현동)",053-956-8227,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ5MiQyNjEwMDIjNDEjJDEjJDQjJDgz
230003,성지가정의학과의원,"대구광역시 북구 산격로8길 1, (산격동)",053-952-0848,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz
230003,시티여성의원,"대구광역시 북구 침산남로 153, 2층 (침산동, 청호빌딩)",053-341-8899,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ5OSQ0NjE0ODEjODEjJDEjJDIjJDgz
230003,에스비뇨기과의원,"대구광역시 북구 학정로 416, 203호 (구암동)",053-325-0075,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz
230003,예사랑소아청소년과의원,"대구광역시 북구 동변로 24, 225동 201호 (동변동, U대회선수촌2단지)",053-954-8275,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz
