瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),弥历 秦搁扁拘(hPa),乞闭 秦搁扁拘(hPa),老 弥缴脚利汲(cm),乞闭 傈款樊(1/10),乞闭 瘤搁柯档(∑C)
188,己魂,2020-08-16,28.5,25.9,32.1,0,7.1,4.9,2.5,24.7,67,80.4,31.1,1010,1011.3,1012.3,0,2.8,30.8
188,己魂,2020-08-17,27.7,24.3,30.9,0,4.9,3.5,1.8,23.8,69,79.6,29.5,1011.7,1012.9,1014,0,2.3,30.8
188,己魂,2020-08-18,28,23.7,32.1,0,6.3,3.6,1.7,22.7,54,74.4,27.7,1010.8,1011.7,1013.1,0,1.6,30.1
188,己魂,2020-08-19,28,23,33.8,0,6.2,4.5,2.1,22.5,54,73.5,27.4,1009.3,1009.7,1011.6,0,1.1,31.1
188,己魂,2020-08-20,27.3,22.3,31.5,0,5,3.8,1.7,22.9,63,77.8,28,1010.1,1011.4,1012.4,0,1.6,31.8
188,己魂,2020-08-21,27.6,23.5,31.4,0,6,4.2,2,23.2,50,77.9,28.6,1011.3,1012.7,1013.6,0,1.8,33
188,己魂,2020-08-22,27.8,25.2,31.4,0,6.3,4.1,2,23.9,65,80.1,29.7,1009.5,1010,1011.8,0,6.5,29.4
188,己魂,2020-08-23,28,24.1,31.4,0,6.3,4.1,1.8,23.5,60,77.4,29,1005.9,1006.6,1008.2,0,5,30.6
188,己魂,2020-08-24,29.5,25.6,32.9,0,5.9,3.8,2.5,24.3,59,74.3,30.4,1003.1,1004.1,1005.4,0,4,33.2
188,己魂,2020-08-25,29.4,25.7,31.9,9.6,13.2,8.9,5.5,25.3,68,79.3,32.3,1000.7,1001.6,1003,0,7,30.5
188,己魂,2020-08-26,27.6,24.5,29,68.8,15.8,11,7.8,24.9,71,85.4,31.4,996,995.3,998.3,0,9.9,26
188,己魂,2020-08-27,27.5,26.2,29.6,0,10.3,6.8,4,25.2,79,87.6,32.1,1001.9,1000.3,1004.2,0,6.4,28.6
188,己魂,2020-08-28,27.6,26.2,29.9,0.8,7.1,4.9,2.4,25,77,86.3,31.6,1005.2,1006.2,1007.5,0,8,28.5
188,己魂,2020-08-29,27.8,26,31.2,0,6.5,4.1,2.5,25.1,73,85.4,31.9,1007.4,1008.1,1009.7,0,6.4,29.1
188,己魂,2020-08-30,27.5,24.5,31,0,4.9,3.5,1.4,24.1,72,82.1,30,1008.7,1010,1011,0,3.1,30.2
188,己魂,2020-08-31,27.6,25.2,29.6,0,8.7,4.8,3.1,24.2,76,82.4,30.2,1008.6,1009.9,1010.9,0,4.4,28.5
188,己魂,2020-09-01,27.5,26.3,29.6,0.2,8.8,4.9,3.7,24.9,79,85.8,31.5,1004.5,1004.4,1006.8,0,7.3,27.3
188,己魂,2020-09-02,26.2,23.7,28.1,262.9,29.4,16.3,7.7,24.2,84,88.9,30.2,986.5,970.1,988.8,0,10,25.6
188,己魂,2020-09-03,24.9,19.9,30.2,1.9,14.5,10.1,4.1,18.4,49,67.8,21.4,1003,982.9,1005.3,0,2.3,24.7
188,己魂,2020-09-04,23.1,16.5,28.4,0,4,2.8,1.6,16.9,49,69.4,19.3,1011.4,1012.6,1013.7,0,2.3,24.3
188,己魂,2020-09-05,20.9,18.8,23.1,34.8,9.2,5.2,2.5,17.2,60,80.3,19.7,1010.4,1011,1012.8,0,9.9,21.2
188,己魂,2020-09-06,21.8,20.7,23.3,42.9,11.4,5.8,3.8,19.9,85,88.9,23.2,998.9,989.2,1001.2,0,10,21.1
188,己魂,2020-09-07,22.6,18.9,27.7,31.5,16.2,10.6,5,18.6,52,79.1,21.4,995.4,984,997.7,0,5.9,22.2
188,己魂,2020-09-08,25.4,21.2,29.2,0,7.4,5.1,2.9,22,64,82.6,26.6,1010.6,1009.3,1012.9,0,2.3,24.6
188,己魂,2020-09-09,25.1,22.6,29.2,0,6.7,4.5,2.7,21,55,78.8,24.9,1009.2,1009.5,1011.5,0,6.1,25.4
188,己魂,2020-09-10,23.8,20,27.4,0,4.3,2.8,1.5,19.8,64,79.1,23.1,1007.2,1008.4,1009.5,0,7.3,25
188,己魂,2020-09-11,22.8,19.6,25.6,7.9,6.9,4.4,1.6,19.8,68,83.9,23.2,1009.4,1010.1,1011.8,0,10,23.5
188,己魂,2020-09-12,22.1,19.8,25.2,1.5,6.8,3.5,1.7,19.2,72,84.1,22.3,1010.5,1010.5,1012.8,0,6.3,23.3
188,己魂,2020-09-13,22.5,21.2,24.3,10.3,6.9,4.5,2.3,19.8,79,84.6,23,1012.5,1013.7,1014.8,0,7.9,22.5
188,己魂,2020-09-14,23.2,20.8,26.4,0,7.8,3.8,1.6,19.2,64,79,22.3,1012.1,1013.2,1014.4,0,7,25.5
188,己魂,2020-09-15,23.1,19.7,26.2,0,4.8,3.1,1.9,19.1,68,78.3,22.1,1010.5,1011.4,1012.8,0,8.9,23.8
188,己魂,2020-09-16,22.5,20.2,27.3,17.4,6.7,4.1,1.6,20.9,77,90.9,24.8,1007.5,1007.4,1009.9,0,8.8,24
188,己魂,2020-09-17,20.5,18.2,22.5,49.8,5.4,3.5,1.5,18.7,81,90,21.7,1008.9,1009.7,1011.3,0,10,21.1
188,己魂,2020-09-18,19.6,17.6,22.1,4.1,6.9,3.9,2.1,15,52,75.6,17.1,1013.2,1011.9,1015.6,0,8.5,19.1
188,己魂,2020-09-19,20.8,14.9,27.6,0,5.5,3.6,2.1,13.3,27,63.3,15.3,1015.2,1016.4,1017.6,0,5.4,19.9
188,己魂,2020-09-20,21.2,16.2,26.3,0,6.2,4.5,2.3,11.9,27,59.1,14.1,1015,1016.4,1017.4,0,1.3,20.2
188,己魂,2020-09-21,21.4,17.5,24.7,0,7,4,2.2,14.1,47,64.1,16.2,1014.7,1014.9,1017.1,0,5.4,21.1
188,己魂,2020-09-22,21.4,20.6,23.9,0,9.9,5.5,4.1,14.4,57,64.6,16.5,1013.3,1014.7,1015.7,0,7.9,19.5
188,己魂,2020-09-23,21.4,20,22.3,0.4,9.7,5.7,4.2,16.5,63,74.4,18.8,1012.1,1013.6,1014.5,0,9.3,19.5
188,己魂,2020-09-24,21.6,21.1,22.3,0,10.3,5.5,4.1,16.7,70,74,19,1009.8,1011.2,1012.2,0,6.3,19.6
188,己魂,2020-09-25,21.7,18.7,25.4,0.5,7.5,3.7,2,15.6,48,69.8,17.8,1008.8,1009.8,1011.2,0,5.5,23.3
188,己魂,2020-09-26,21.1,18.7,23.9,1.6,6.2,3.8,1.8,15.6,58,71.3,17.7,1012,1011.8,1014.4,0,5.4,22.1
188,己魂,2020-09-27,21.2,19,23.4,1.6,8.3,4.8,3.4,15.2,60,69,17.2,1014.8,1015.9,1017.2,0,4.1,22
188,己魂,2020-09-28,21,19.8,23.5,0,8.4,4.8,3.5,13.3,53,61.9,15.3,1013.5,1014.3,1015.9,0,3.1,21.7
188,己魂,2020-09-29,20,16.4,24,0,7.3,4.1,2.3,12.5,34,63.3,14.5,1008.6,1008.6,1011,0,5.6,22.1
188,己魂,2020-09-30,20.7,18,24.5,0,7.4,3.6,2.1,14.9,47,70.8,17,1007.9,1008.8,1010.3,0,3.6,22.5
188,己魂,2020-10-01,20.6,17.1,24.9,0,5.4,3.7,2.2,15.4,55,73.1,17.5,1011.6,1011.8,1013.9,0,4.3,22.6
188,己魂,2020-10-02,20.8,16.3,24.9,0,3.9,2.9,1.7,15.5,58,72.4,17.6,1013.5,1014.8,1015.9,0,4.4,24.2
188,己魂,2020-10-03,21.5,18.6,25.5,0,4.4,3.2,1.6,16,57,71.4,18.1,1013.1,1014,1015.5,0,8.3,25.1
188,己魂,2020-10-04,20.8,19.1,24.7,0.8,7.1,3.9,1.4,16.5,62,77,18.9,1010.6,1010.9,1013,0,9.9,21.9
188,己魂,2020-10-05,17.4,14.9,20.3,0,9.6,4.4,3,6.9,31,51.5,10.1,1014.8,1013.5,1017.2,0,5.1,20.1
188,己魂,2020-10-06,17.4,13.8,20.2,0,8.1,4.5,2.4,7.7,37,53.9,10.5,1018.1,1018.5,1020.5,0,5.4,21
188,己魂,2020-10-07,20.2,16,22.4,0,10.2,5.6,3.9,11.1,38,56.5,13.3,1019.6,1021.1,1022,0,5,22.1
188,己魂,2020-10-08,20.3,19.1,22.5,0,13.9,7.7,5.6,11.6,49,57.8,13.7,1019.2,1020.8,1021.6,0,6.4,21.9
188,己魂,2020-10-09,20,18.7,21.1,0,10.9,6.3,4.6,11.3,50,57.5,13.4,1017.2,1018.3,1019.6,0,9.4,20
188,己魂,2020-10-10,19.7,17.1,22.1,0.1,6.6,3.7,2.3,13.5,51,68.1,15.5,1015.4,1016.2,1017.8,0,5.9,21.4
188,己魂,2020-10-11,19.5,15.8,22.7,0,7.2,3.9,2.6,13.2,55,67.6,15.2,1013.1,1014.1,1015.5,0,6.6,23.8
188,己魂,2020-10-12,19.4,15.1,23.7,0,9.4,5.5,2.9,12.4,43,65.5,14.4,1013,1013.7,1015.4,0,4.3,21.9
188,己魂,2020-10-13,17.1,14.5,20.5,0,10.5,5.9,3,7.8,40,54.9,10.6,1017.1,1016.7,1019.5,0,4,20
188,己魂,2020-10-14,17.6,13.7,21.4,0,8.3,4.9,2.5,6.9,33,51,10,1020.9,1020.9,1023.3,0,4,20.3
188,己魂,2020-10-15,16.8,14,20.2,0,7.3,4,2.1,5.4,30,47.8,9.1,1021.2,1022,1023.6,0,6.4,19.9
188,己魂,2020-10-16,16.4,12.8,20.8,6.7,6.5,4.2,2,10.3,48,68.9,12.7,1019.9,1020.5,1022.3,0,9,17.3
188,己魂,2020-10-17,16.1,11.5,20.5,0,7,4,2.3,8.2,34,61.5,10.9,1020,1021.2,1022.4,0,3.6,17.3
188,己魂,2020-10-18,17,13.5,21.3,0,6.8,3.6,2.3,10.2,48,64.9,12.4,1020.3,1021.3,1022.7,0,6.3,18
188,己魂,2020-10-19,17.2,13.5,21.7,0,6.9,3.7,2.2,9.1,42,59.9,11.6,1021.2,1022.3,1023.6,0,4.5,19
188,己魂,2020-10-20,19.3,14.7,22.6,0,7.4,4.4,2.8,10.3,46,56.8,12.6,1021.9,1022.7,1024.3,0,2.8,18
188,己魂,2020-10-21,19,16,22.6,20.8,7.4,3.7,2.3,14.5,55,76.8,16.6,1015.3,1015,1017.7,0,9.9,18.5
188,己魂,2020-10-22,16.7,14.3,19.7,6,9,5,2.6,10.9,49,69.9,13.3,1011.3,1012,1013.7,0,9.5,15.6
188,己魂,2020-10-23,14.4,13.3,16.4,0,12.1,7,3.7,4.1,41,50.5,8.2,1013,1013.3,1015.4,0,5.9,11.3
188,己魂,2020-10-24,13.9,11.5,16.7,0,12.7,8.1,3.8,4.8,44,55,8.6,1017.1,1016.9,1019.6,0,2.9,10.9
188,己魂,2020-10-25,15.2,10.2,19.6,0,8.1,5.1,2.7,7.9,48,62.6,10.7,1018.2,1018.9,1020.6,0,3.4,12.7
188,己魂,2020-10-26,15.2,11.3,20.5,0,6.9,4.1,2.6,7.9,37,63.4,10.7,1017.1,1018.2,1019.6,0,2.5,13.5
188,己魂,2020-10-27,15.6,12.1,20.8,0,5.8,4,2.3,9.7,44,69.4,12,1018.2,1018.7,1020.7,0,4.1,14.5
188,己魂,2020-10-28,17.2,12.6,20.6,0,7.7,4.4,2.3,10.5,42,65.5,12.8,1019.6,1020.9,1022,0,8.4,16.2
188,己魂,2020-10-29,14.4,11.4,18.6,0,8.6,5.2,2.8,4,26,51.3,8.2,1020.2,1020.9,1022.6,0,4.9,13.4
188,己魂,2020-10-30,15.9,11.4,18.3,0,8,4.7,2.9,6.4,44,53.5,9.6,1021.2,1021.5,1023.6,0,4.4,14.6
188,己魂,2020-10-31,16.1,11.7,19.3,0,7.4,4,2.6,7.1,40,56.5,10.1,1022.1,1022.9,1024.5,0,3.6,16.2
188,己魂,2020-11-01,17.5,11.1,22.6,1.7,5.9,3.7,2,10.7,45,65.9,13,1018.6,1019.1,1021.1,0,6.9,18.1
188,己魂,2020-11-02,14.2,10.8,17.7,6.7,6.3,3.6,2,9.4,43,73.9,12,1017.5,1018.8,1020,0,6.6,14.4
188,己魂,2020-11-03,11.8,9.5,14.4,0,10.8,5,3,2.3,38,52.6,7.3,1019.1,1019.4,1021.6,0,4.8,9.4
188,己魂,2020-11-04,10.7,6.4,14.2,0,8.4,4.4,2.6,1.6,42,54.3,6.9,1022.3,1023.2,1024.8,0,3.8,8.4
188,己魂,2020-11-05,14.1,4.8,18.6,0,5.7,3.7,2.1,5.1,32,56.3,8.9,1023.6,1025,1026.1,0,4.6,11.4
188,己魂,2020-11-06,17.9,13.4,21.1,0.3,4.2,3,1.4,13.4,59,75.5,15.5,1018.9,1019.1,1021.3,0,7,17.2
188,己魂,2020-11-07,17.4,13.2,21.5,0,6.6,4.4,2.4,10.9,47,66.9,13.3,1016.7,1017.5,1019.2,0,5.9,16.8
188,己魂,2020-11-08,13.8,10,18.2,0,10.7,7.1,3.5,3.2,26,50,7.9,1020.5,1020.7,1022.9,0,0.8,12.3
188,己魂,2020-11-09,10.5,7.8,13.4,0,8.7,4.5,2.9,-0.9,24,46.4,5.8,1023.1,1024.2,1025.6,0,1.5,9.6
188,己魂,2020-11-10,11.3,5.6,17.3,0,8.2,4.7,2.4,2.6,39,56.3,7.4,1025.4,1026.7,1027.9,0,1.4,9.8
188,己魂,2020-11-11,11.9,7.3,16.9,0,6.5,4.1,2.5,4.1,45,59.9,8.2,1028.4,1029,1030.9,0,0.9,10
188,己魂,2020-11-12,14,10.2,19.1,0,6.2,3.7,2.1,7.8,52,67.1,10.6,1026.9,1027.8,1029.4,0,3.6,13.3
188,己魂,2020-11-13,14.4,9.9,19.6,0,7.6,4.1,2.5,5.2,23,57.8,9,1024.7,1025.5,1027.2,0,0.3,12.1
188,己魂,2020-11-14,16.8,12.8,20.7,0,7.3,4.4,2.5,9.5,41,64,12,1025.2,1027,1027.7,0,4.9,15.1
188,己魂,2020-11-15,15.9,11.6,19.5,0.1,5.7,3.8,1.7,11.4,59,74.9,13.5,1024.3,1025.4,1026.7,0,5.8,15.5
188,己魂,2020-11-16,16.9,13.9,20.3,0,7.3,5.1,2.2,13.6,71,81.4,15.7,1021.9,1023.2,1024.3,0,7.5,17
188,己魂,2020-11-17,20.1,16,23.8,3.8,6.3,4.9,2.2,17.5,73,85.4,20,1020.7,1021.9,1023.1,0,4.5,18.9
188,己魂,2020-11-18,21.7,20.1,23.1,0,10.3,6.8,4.1,18.1,72,80.1,20.7,1015,1013.5,1017.4,0,8.5,20.5
188,己魂,2020-11-19,19.9,15,24,0.3,12.5,8.1,4.8,16.6,71,81.4,19.3,1009,1008.5,1011.4,0,7.6,20
188,己魂,2020-11-20,12.4,10.1,15.1,0,12.2,7.6,3.7,5.9,53,65,9.4,1015.7,1013.6,1018.2,0,8.9,13.1
188,己魂,2020-11-21,14.1,6.8,17.9,0,6.6,5,2.4,7.6,50,65.4,10.5,1019.1,1020.1,1021.5,0,7.4,13.2
188,己魂,2020-11-22,13,11.2,16.6,0,10.1,6,2.5,8.7,60,75.9,11.4,1019,1018.5,1021.4,0,9.6,13
188,己魂,2020-11-23,9.4,7.5,11.9,0,10.5,6,3.5,0.8,47,55.4,6.5,1023.8,1024.2,1026.3,0,6.3,9.7
188,己魂,2020-11-24,9.7,7.4,13.2,0,8.9,5.4,3.5,-2.3,27,44.4,5.2,1023.7,1024.9,1026.2,0,5.1,9.7
188,己魂,2020-11-25,10.8,8.6,14.8,0,9.9,6.3,3,1.5,39,53.3,6.8,1023.3,1024.5,1025.8,0,5.3,9.8
188,己魂,2020-11-26,10.7,8.5,13.3,2,6.8,4.2,2.2,4,48,63.8,8.1,1022.9,1023.7,1025.4,0,8.8,10.1
188,己魂,2020-11-27,10.4,8.2,12.8,0,10,5.6,3.5,1.9,45,56,7.1,1023.5,1023.8,1026,0,9,10.5
188,己魂,2020-11-28,7.9,6.6,10.2,0,10.9,5.6,3.1,-1.6,42,50.8,5.4,1025.4,1026.6,1027.9,0,9.5,9
188,己魂,2020-11-29,8,5.6,10.9,0,8,3.5,1.9,0.8,52,60.5,6.5,1026.7,1027.2,1029.3,0,8.1,8.6
188,己魂,2020-11-30,7.6,5.4,10.9,0,6.8,3.6,1.9,-0.1,47,58.5,6.1,1030.9,1031.4,1033.4,0,6.5,8
188,己魂,2020-12-01,6.8,3.6,10.3,0,6.8,3.8,2.2,-2.4,40,51.8,5.1,1029.9,1029.8,1032.4,0,3.1,5.8
188,己魂,2020-12-02,9,6.2,12.5,0,7.3,3.8,2.2,-0.1,46,53.1,6.1,1025,1026,1027.5,0,5.1,7.9
188,己魂,2020-12-03,7.7,5.5,11.2,0,8.5,4.7,2.7,-1.4,46,52.3,5.5,1025.8,1026.3,1028.3,0,3.1,7
188,己魂,2020-12-04,6.5,4.1,9.1,0,9.6,5.6,2.6,-2.6,42,52.5,5.1,1026.6,1027.6,1029.1,0,5.6,6
188,己魂,2020-12-05,7.1,1.7,10.6,0,8,3.8,2.3,-0.9,39,57.6,5.7,1027.1,1028,1029.6,0,5,5.4
188,己魂,2020-12-06,7.8,3.7,11.1,0,8.1,4.7,2.6,-0.5,39,56.1,5.9,1025.4,1026.4,1027.9,0,2.1,6.3
188,己魂,2020-12-07,9.4,5.6,12.9,0,6.8,4,2.3,1.5,45,58.5,6.8,1024.8,1025.6,1027.3,0,6.8,8.9
188,己魂,2020-12-08,7,3.4,10.2,0,8.2,3.9,1.9,0.2,47,62.8,6.2,1025.3,1026.3,1027.8,0,6.1,7.7
188,己魂,2020-12-09,6.5,2,11.6,0,6.4,3.4,2.1,-0.4,48,62.1,6,1022.5,1023.2,1025,0,2.9,5.6
188,己魂,2020-12-10,9.7,4.7,13.4,0,6.9,3.9,2.3,-0.2,18,51.8,6.1,1019.6,1020.4,1022.1,0,8.3,9.6
188,己魂,2020-12-11,10.6,7.1,13,0,4.9,2.5,1.2,4.4,52,65.6,8.3,1017.1,1018,1019.6,0,9.1,9.9
188,己魂,2020-12-12,8.2,4.3,10.7,0,9.5,4.6,2.5,-0.1,42,56.3,6.2,1015.9,1016.9,1018.4,0,4.9,8.4
188,己魂,2020-12-13,8.8,4.2,15.7,0.1,8.5,4.8,2.6,-1.5,30,50.1,5.6,1016.8,1016,1019.3,0,7,8.4
188,己魂,2020-12-14,2.3,1.3,5.1,0.4,9.5,4.7,3.1,-6.2,42,53.5,3.9,1024.4,1022.5,1027,0,9.4,4.3
188,己魂,2020-12-15,1.4,-0.5,3.9,0,8,5.2,2.3,-5.4,45,60.8,4.1,1027.2,1028.7,1029.8,0,7.6,2.8
188,己魂,2020-12-16,2.2,-0.5,3.9,1.9,8.4,3.8,1.9,-3.6,52,65.9,4.7,1027.4,1029,1030,0,8.1,2.2
188,己魂,2020-12-17,4.5,0.8,8,0,7.9,4.7,1.8,-2.6,44,60.5,5.1,1027.4,1028.8,1030,0,7.6,3.7
188,己魂,2020-12-18,6.3,4.2,9.8,0,8.8,4.9,1.8,-1.5,40,58,5.5,1026.2,1026.6,1028.8,0,8.9,6.5
188,己魂,2020-12-19,3.4,1.1,5,0,9.5,5.4,3.1,-8.4,24,43,3.4,1029,1029.6,1031.6,0,4.1,3.5
188,己魂,2020-12-20,5.6,1.7,7.5,0,7,3.5,2.2,-3,46,54,4.9,1029.1,1030.5,1031.6,0,8.4,4.9
188,己魂,2020-12-21,5.8,1.5,9.6,0,7.3,4.5,1.8,-2.6,40,55.1,5.1,1027.1,1028.2,1029.7,0,7.4,5.6
188,己魂,2020-12-22,6.5,2,13,0,5.9,3.9,2.3,-1.5,31,58.5,5.5,1024.6,1025,1027.1,0,4.4,4.6
188,己魂,2020-12-23,9.5,3.2,16.3,0,13,3.9,2.1,2.4,41,62.8,7.3,1020.5,1018.8,1023,0,6.9,8.3
188,己魂,2020-12-24,10,6.8,13.1,0,12.3,7.6,2.6,1.4,38,56.5,7.1,1016,1016.7,1018.5,0,6.4,9.3
188,己魂,2020-12-25,6.3,3.6,9.6,0,10.1,6.2,3.1,-3.3,39,50.6,4.8,1021.6,1020.7,1024.1,0,6.5,5.7
188,己魂,2020-12-26,6.4,2.7,11.1,0,5.3,3.3,1.6,-0.5,45,62.4,5.9,1023.2,1023.6,1025.7,0,5,5.6
188,己魂,2020-12-27,11,6.4,13,34.4,8.7,6.3,2.7,8,62,82.5,10.7,1017.5,1016.6,1020,0,9.3,9.5
188,己魂,2020-12-28,10.8,7,14.8,0.2,6.5,3.9,1.9,6.2,50,74.6,9.5,1020.1,1020.4,1022.6,0,3.1,9.3
188,己魂,2020-12-29,9.2,2.3,14.7,1.3,10.6,6,2.6,5.8,68,79.9,9.4,1015.3,1013.6,1017.8,0,9,8.6
188,己魂,2020-12-30,0,-2.8,3.1,8.1,16,9.3,5.4,-4.5,49,72.1,4.4,1019.1,1017.3,1021.7,0,9.5,1.1
188,己魂,2020-12-31,1.3,-1.9,3.3,4.6,10,5.2,2.9,-4,50,68.1,4.6,1023.8,1023.3,1026.4,0,9,0.5
188,己魂,2021-01-01,3.6,0.6,6.6,1.3,6.8,4,2.1,-2.8,45,63.9,5,1024.4,1025.5,1026.9,0,9,2.2
188,己魂,2021-01-02,4.6,0.8,8.1,0,8.3,4.1,2.3,-2.7,46,59.5,5.1,1025.4,1025.3,1028,0,6.1,3.4
188,己魂,2021-01-03,3.3,1,6.1,0,8.7,4.2,2,-4.2,48,57.8,4.5,1030,1031.1,1032.6,0,7.6,2
188,己魂,2021-01-04,5.2,-0.6,9.3,0,7.2,4.1,2.1,-2.1,45,59.5,5.3,1027.7,1027.9,1030.3,0,4.4,2.8
188,己魂,2021-01-05,4.2,1.2,7.2,0,9.7,4.5,2.6,-2.2,51,63.3,5.3,1025.1,1025,1027.7,0,9.3,3.4
188,己魂,2021-01-06,1.8,0,4.8,2.6,9,5.2,2,-3.3,41,71,4.9,1022.4,1021.6,1025,0,9.3,2
188,己魂,2021-01-07,-2.8,-4.6,2.8,15.8,12,6.7,3,-6.4,51,77,3.8,1022.3,1022,1024.9,0,10,0.5
188,己魂,2021-01-08,-2.4,-4.3,-0.2,10.7,11.1,6.1,2.8,-6,49,76.8,3.9,1020.9,1021.4,1023.5,0,8.3,0.5
188,己魂,2021-01-09,-0.7,-4,2,5.4,10.5,5.9,2.6,-4.8,55,74.1,4.3,1021.6,1021.9,1024.2,0,7.9,0.4
188,己魂,2021-01-10,1.5,-3.5,4.3,0.1,7.3,4.9,2.2,-3.4,52,69.9,4.8,1024.9,1026.1,1027.5,0,8.3,0.4
188,己魂,2021-01-11,2.7,1.1,4.3,0.3,6.5,4.1,1.9,-1.7,56,73.4,5.4,1022.8,1022.2,1025.4,0,9.5,0.4
188,己魂,2021-01-12,3.3,0.5,6.6,3.4,7.3,4.4,2.4,-2.7,51,65.1,5,1017.3,1017.8,1019.8,0,6.1,1.5
188,己魂,2021-01-13,8.5,2.5,13,0,9.1,5.7,3.1,-1.3,39,50.5,5.6,1016.1,1016.5,1018.6,0,2.6,3.2
188,己魂,2021-01-14,9.8,3.9,15.3,0,6.1,4,2.2,3,48,64,7.7,1018.5,1019.8,1020.9,0,0.6,6.1
188,己魂,2021-01-15,13.6,8.5,17.8,0,10.5,6.5,3.8,6.3,47,62.3,9.5,1015.3,1015.4,1017.8,0,5.3,10
188,己魂,2021-01-16,4.4,1.7,8.5,0,10.9,6.4,4.2,-2.8,52,59.9,5.1,1021.6,1017.8,1024.2,0,8.5,4.5
188,己魂,2021-01-17,0.7,-2.1,2.8,3.8,9.2,4.1,2.3,-3.4,57,74.6,4.8,1025.7,1026.9,1028.3,0,8.9,1.4
188,己魂,2021-01-18,5.5,-0.2,10.1,0,9.3,6,3.6,-4.1,36,51.4,4.5,1021.3,1021.1,1023.9,0,5.9,3.4
188,己魂,2021-01-19,2.5,-2.2,6.3,0,8,4.5,2.2,-6.1,28,55,3.9,1027.3,1026.5,1029.9,0,1.6,1
188,己魂,2021-01-20,9.8,0.5,13.9,0,5.4,3.7,2.3,2.4,48,61.1,7.4,1025.8,1026.7,1028.3,0,7,7.2
188,己魂,2021-01-21,13.3,6.3,16.9,1.1,5.4,3.5,2,9.3,59,77.6,11.9,1020.1,1018.9,1022.5,0,8,12
188,己魂,2021-01-22,12.6,11.3,14.8,7.8,4.9,3.1,1.4,10.5,78,87.4,12.7,1015.2,1016.2,1017.7,0,9.6,12.2
188,己魂,2021-01-23,13.2,11,14.9,22.1,11.1,6.3,3.9,10,70,81.6,12.4,1012.6,1012.3,1015,0,9.5,12.1
188,己魂,2021-01-24,11.5,10.3,13.6,0,9.8,6.3,4.3,4.4,53,62.1,8.4,1020.8,1018,1023.3,0,7.1,10.4
188,己魂,2021-01-25,12.8,11.4,14.7,0,8.2,5,4,6,56,63.5,9.4,1021.4,1020.4,1023.8,0,7.3,11
188,己魂,2021-01-26,10.2,7.7,13.7,17.6,10.3,5.9,3.1,7.3,68,82.8,10.4,1015.1,1015.5,1017.6,0,8.1,10.4
188,己魂,2021-01-27,6.7,3.7,10.2,0,10,5.3,3,-2.4,37,53,5.1,1018.5,1019.2,1021,0,1.9,5
188,己魂,2021-01-28,5.7,-0.4,11.3,0,12.8,8.4,4.7,-2.6,39,55.9,5.2,1016.3,1015,1018.9,0,5.3,4.7
188,己魂,2021-01-29,1.4,-1.3,4.6,0.3,10.6,6.1,3.4,-6.7,39,55.3,3.7,1023.6,1023.6,1026.2,0,5.6,1.7
188,己魂,2021-01-30,5.9,-1.6,12.2,0,7.2,4.9,2.7,-2.8,31,54.8,5,1025.4,1026.4,1028,0,2.6,3.7
188,己魂,2021-01-31,10.6,2.3,14.8,1.4,9.2,5.7,3.4,2.9,41,60,7.8,1024.3,1022.7,1026.9,0,7.3,7.8
188,己魂,2021-02-01,11.4,8.8,15,26.5,10.6,7.1,2.8,7.5,62,77.6,10.5,1016.1,1016.5,1018.6,0,9.6,11.1
188,己魂,2021-02-02,3,1.3,10.1,0,9.7,5.7,3,-6.3,41,50.8,3.8,1023.2,1019.4,1025.8,0,4.9,3.6
188,己魂,2021-02-03,4.1,1,8.8,0,8.9,4.2,2.1,-6.2,20,48.5,3.9,1024.2,1024.8,1026.7,0,3.4,4.1
188,己魂,2021-02-04,6,2.7,8.8,0.2,9.5,6.6,3.3,-3.6,18,51.3,4.8,1023.5,1023.4,1026.1,0,2.4,5.1
188,己魂,2021-02-05,7,3,10.3,1.2,7.1,5.1,1.9,-0.7,37,59.8,6,1019.2,1018.4,1021.7,0,8.3,6.7
188,己魂,2021-02-06,9,2.8,16,0,5.3,3.6,1.7,3.3,47,69.1,7.8,1015.6,1016.8,1018.1,0,2.6,8.2
188,己魂,2021-02-07,10.2,3.5,17.6,0,8.7,5,2.5,1,26,54.8,6.6,1018.4,1018.4,1020.9,0,1.8,7.9
188,己魂,2021-02-08,3.4,0.9,7.1,0,12.1,6.6,3.7,-5.9,37,50.8,4,1024.4,1023.7,1027,0,5.8,3.8
188,己魂,2021-02-09,3.8,0.7,7.9,0,8.2,4.7,2.9,-4.8,34,53.8,4.3,1025.7,1026.5,1028.3,0,2.8,3.1
188,己魂,2021-02-10,7.5,3.1,12.5,0,6.3,4.3,2.3,-0.9,32,56.4,5.8,1022.9,1024,1025.4,0,6.5,5.9
188,己魂,2021-02-11,9.5,5.1,13.6,0,5.5,3.5,1.9,2,47,60.5,7.1,1021.8,1022.2,1024.3,0,9.1,8.1
